﻿Type dépense;Mission;Numéro programme;Programme;Code action (si crédit budgétaire);Action (si crédit budgétaire);Affectataire (si taxe affectée);Impôt (si dépense fiscale);Code dépense;Libellé;Atténuation climat;Adaptation climat;Eau;Déchets;Pollutions;Biodiversité;Cotation globale;% 2024 (si différent de 100);% 2025 (si différent de 100);% 2026 (si différent de 100);Catégorie générale;"Exécution 2024
(CP)";"LFI 2025
(CP)
(ou prévision 2025 si dépense fiscale)";"PLF 2026
(CP)
(ou prévision 2026 si dépense fiscale)";"Dépenses fiscales : "" ε "" montant inférieur à 0,5 M€, "" nc "" montant non calculé en prévision 2026"
Crédits budgétaires;Santé;204;Prévention, sécurité sanitaire et offre de soins;204-11;Pilotage de la politique de santé publique;;;204-11;Pilotage de la politique de santé publique;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;66179054.44;52777220.0;44927220.0;
Crédits budgétaires;Écologie, développement et mobilité durables;205;Affaires maritimes, pêches et aquaculture;205-04;Action interministérielle de la mer;;;205-04;Action interministérielle de la mer;0;0;0;0;2;2;Favorable;;;;Ressources naturelles;11268795.1;23088409.0;24394714.0;
Crédits budgétaires;Aide publique au développement;209;Solidarité à l'égard des pays en développement;209-02;Coopération bilatérale;;;209-02;Coopération bilatérale - neutralisé;0;0;0;0;0;0;Neutre;0.8030000000952328;0.8089999999999999;0.8089999999999999;Neutre - autres;1286465529.602;1262372448.033;859483881.2770021;
Crédits budgétaires;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;214-02;Évaluation et contrôle;;;214-02;Évaluation et contrôle;0;0;0;0;0;0;Neutre;;;;Éducation;120303142.59000002;97979352.0;101442109.0;
Crédits budgétaires;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;214-08;Logistique, système d'information, immobilier;;;214-08-02;Logistique et système d'information (hors personnel) - services bureautiques;;;;;;;NC;;;;Non coté - autres;25708970.0;31260703.0;32273303.0;
Crédits budgétaires;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217-26;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);;;217-26;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);0;0;0;0;3;0;Favorable;;;;Autres;1621596.31;1698739.0;1882437.0;
Crédits budgétaires;Immigration, asile et intégration;303;Immigration et asile;303-02;Garantie de l'exercice du droit d'asile;;;303-02;Garantie de l'exercice du droit d'asile;0;0;0;0;0;0;Neutre;;;;Régalien;1597309593.99;1404338941.0;1379596949.0;
Crédits budgétaires;Direction de l'action du Gouvernement;308;Protection des droits et libertés;308-05;Contrôleur général des lieux de privation de liberté;;;308-05;Contrôleur général des lieux de privation de liberté;0;0;0;0;0;0;Neutre;;;;Neutre - autres;5495736.37;6214519.0;6146795.0;
Crédits budgétaires;Justice;310;Conduite et pilotage de la politique de la justice;310-04;Gestion de l'administration centrale;;;310-04;Gestion de l'administration centrale;;;;;;;NC;;;;Non coté - autres;197647601.17000002;214078776.0;217173075.0;
Crédits budgétaires;Sport, jeunesse et vie associative;350;Jeux olympiques et paralympiques 2024;350-01;Société de livraison des ouvrages olympiques et paralympiques;;;350-01;Société de livraison des ouvrages olympiques et paralympiques;0;0;0;0;0;0;Neutre;;;;Neutre - autres;76011510.0;48205300.0;;
Crédits budgétaires;Administration générale et territoriale de l'État;354;Administration territoriale de l'État;354-01;Coordination de la sécurité des personnes et des biens;;;354-01;Coordination de la sécurité des personnes et des biens;0;0;0;0;0;0;Neutre;;;;Régalien;197726455.84;203940645.0;203918503.0;
Crédits budgétaires;Écologie, développement et mobilité durables - Plan de relance;362;Écologie - mise en extinction du plan de relance;362-01;Rénovation énergétique;;;362-01;Rénovation énergétique;3;2;0;0;0;0;Favorable;;;;Plan de relance;476027640.94000006;;;
Crédits budgétaires;Investir pour la France de 2030;423;Accélération de la modernisation des entreprises;423-01;Soutien à l'innovation collaborative;;;423-01;Soutien à l'innovation collaborative;;;;;;;NC;;;;Non coté - autres;-4000000.0;39500000.0;27000000.0;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-02;Maturation de technologies, R&D, valorisation de la recherche;;;424-02;Maturation de technologies, R&D, valorisation de la recherche - ADEME;3;0;0;0;2;0;Favorable;0.012605042016806723;0;0;Industrie;6000000.0;;;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-04;Soutien au déploiement;;;424-04;Soutien au déploiement - ANSSI NC;;;;;;;NC;0.002947354882816483;0.005982162279747662;0.0005524154703278788;Non coté - autres;4951413.0;5500000.0;820000.0;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-04;Soutien au déploiement;;;424-04;Soutien au déploiement - ADEME;3;0;0;1;2;0;Favorable;0.05178721201504177;0.04350663476180117;0.006736774028388765;Industrie;87000000.0;40000000.0;10000000.0;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-04;Soutien au déploiement;;;424-04;Soutien au déploiement - ANR NC;;;;;;;NC;0.186704462393852;0.06611457620068138;0.10909196082846893;Non coté - autres;313654425.411957;30500000.0;161935015.734171;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-04;Soutien au déploiement;;;424-04;Soutien au déploiement - ANR neutre;0;0;0;0;0;0;Neutre;0.10288643037794391;0.03643347702578885;0.07531601994199098;Neutre - autres;172844204.091953;16500000.0;111798346.841692;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-05;Accélération de la croissance (fonds propres);;;424-05;Accélération de la croissance - BPI neutre;0;0;0;0;0;0;Neutre;0.5190936887715453;0.520512057444439;0.3443815171404019;Neutre - autres;105403691.632499;421614766.52999556;150000000.0;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-06;Industrialisation et déploiement;;;424-06;Industrialisation et déploiement - BPI favorable;2;0;1;1;1;0;Favorable;0.3145369260112142;0.19992534406878812;0.409804579918739;Industrie;373040794.2493;337765358.0;179649666.206774;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-06;Industrialisation et déploiement;;;424-06;Industrialisation et déploiement - BPI neutre;0;0;0;0;0;0;Neutre;0.3431359239044688;0.218103383023832;0.4761388263308835;Neutre - autres;406959205.7507;368476381.0;208729197.793226;
Crédits budgétaires;Pouvoirs publics;521;Sénat;521-02;Jardin du Luxembourg;;;521-02;Jardin du Luxembourg;0;0;0;0;0;0;Neutre;;;;Régalien;11606900.0;11804200.0;11606900.0;
Crédits budgétaires;Pouvoirs publics;533;Cour de justice de la République;533-01;Cour de justice de la République;;;533-01;Cour de justice de la République;0;0;0;0;0;0;Neutre;;;;Régalien;984000.0;984000.0;900000.0;
Crédits budgétaires;Contrôle et exploitation aériens;613;Soutien aux prestations de l'aviation civile;613-03;Affaires financières;;;613-03;Affaires financières;0;0;0;0;0;0;Neutre;;;;Neutre - autres;17604109.0;14804147.0;12204465.0;
Crédits budgétaires;Pensions;742;Ouvriers des établissements industriels de l'État;742-01;Prestations vieillesse et invalidité;;;742-01;Prestations vieillesse et invalidité;0;0;0;0;0;0;Neutre;;;;Pensions;2021743650.34;2046341742.0;2023186912.0;
Crédits budgétaires;Financement des aides aux collectivités pour l'électrification rurale;793;Électrification rurale;793-11;Sécurisation de fils nus;;;793-11;Sécurisation de fils nus;0;2;0;0;0;0;Favorable;;;;Énergie;81558962.55;90000000.0;90000000.0;
Crédits budgétaires;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Régalien;-57379205.85;;;
Crédits budgétaires;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-1582.0;;;
Crédits budgétaires;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires et sociales;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;-1201404038.10415;;;
Crédits budgétaires;Enseignement scolaire;143;Enseignement technique agricole;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Éducation;55497820.0;;;
Crédits budgétaires;Cohésion des territoires;177;Hébergement, parcours vers le logement et insertion des personnes vulnérables;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;5230000.0;;;
Crédits budgétaires;Justice;182;Protection judiciaire de la jeunesse;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Régalien;-71915.0;;;
Crédits budgétaires;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;28552.0;;;
Crédits budgétaires;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-54246.0;;;
Crédits budgétaires;Audiovisuel public;375;France Médias Monde;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;299202200.0;;;
Crédits budgétaires;Santé;204;Prévention, sécurité sanitaire et offre de soins;MP/MT - PLF 2026;MP/MT - Mesure de périmètre/transfert - PLF 2026;;;MP/MT - PLF 2026;MP/MT - Mesure de périmètre/transfert - PLF 2026;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-3250000.0;-3250000.0;;
Crédits budgétaires;Agriculture, alimentation, forêt et affaires rurales;215;Conduite et pilotage des politiques de l'agriculture;T2_CAS;T2 - contribution au CAS;;;T2_CAS;T2 - contribution au CAS;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-135425662.13;-143529247.0;-149301041.0;
Crédits budgétaires;Gestion des finances publiques;218;Conduite et pilotage des politiques économiques et financières;T2_CAS;T2 - contribution au CAS;;;T2_CAS;T2 - contribution au CAS;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-140809689.96;-144116392.0;-148516819.0;
Taxes affectées plafonnées;Économie;134;Développement des entreprises et régulations;;;Chambres de commerce et d'industrie;;AFF32-TA41;Taxe additionnelle à la cotisation sur la valeur ajoutée des entreprises pour frais de chambres de commerce et d'industrie de région - TA-CVAE;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;245117000.0;245117000.0;163411333.0;
Taxes affectées plafonnées;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;;;Agence nationale pour la gestion des déchets radioactifs (ANDRA);;AFF21-TA29;"Taxe additionnelle à la taxe sur les INB dite ""recherche"" - affectée à l'Agence nationale pour la gestion des déchets radioactifs (ANDRA)";0;0;2;2;2;2;Favorable;;;;Énergie;55000000.0;55000000.0;55000000.0;
Dépenses fiscales;Outre-mer;123;Conditions de vie outre-mer;;;;Taxe sur la valeur ajoutée;710110;Taux de 2,10 % applicable à certaines opérations relatives au logement social outre-mer qui sont éligibles soit aux prêts locatifs sociaux, soit au crédit d’impôt sur les sociétés en faveur de l’investissement dans les logements neufs outre-mer - part artificialisante 20%;-1;0;0;0;0;-1;Défavorable;0.2;0.2;0.2;Bâtiments;4200000.0;4000000.0;4600000.0;
Dépenses fiscales;Travail, emploi et administration des ministères sociaux;103;Accompagnement des mutations économiques et développement de l'emploi;;;;Taxe sur la valeur ajoutée;720107;Exonération des services rendus aux personnes physiques par les associations agréées en application de l'article L. 7232-1 du code du travail;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;245000000.0;245000000.0;275000000.0;
Dépenses fiscales;Cohésion des territoires;112;Impulsion et coordination de la politique d'aménagement du territoire;;;;Impôts locaux;90113;Exonération en faveur des établissements créés dans une zone de développement prioritaire;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;ε
Dépenses fiscales;Économie;134;Développement des entreprises et régulations;;;;Accise sur les énergies;820201;Tarifs réduits pour l'électricité consommée par les installations industrielles exploitées par des entreprises electro-intensives relevant de secteurs fortement exposés à la concurrence internationale (niveau d'électro-intensité au moins égal à 0,5 %);;;;;;;NC;;;;Dépenses fiscales;83000000.0;158000000.0;201000000.0;
Dépenses fiscales;Économie;134;Développement des entreprises et régulations;;;;Droits d'enregistrement et de timbre;520110;Exonération partielle, sous certaines conditions, de droits de mutation à titre gratuit lors de la transmission d'entreprises exploitées sous la forme individuelle ou détenues sous forme sociale;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;5000000000.0;4000000000.0;4000000000.0;
Dépenses fiscales;Économie;134;Développement des entreprises et régulations;;;;Impôt sur le revenu;110216;Réduction d'impôt au titre des souscriptions en numéraire au capital initial ou aux augmentations de capital de PME [européennes];0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;76000000.0;52000000.0;53000000.0;
Dépenses fiscales;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;;Impôt sur le revenu;130215;Déduction spécifique sur les revenus des logements donnés en location dans le cadre d'une convention ANAH : Dispositif BORLOO ancien;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;46000000.0;43000000.0;41000000.0;
Dépenses fiscales;Cohésion des territoires;112;Impulsion et coordination de la politique d'aménagement du territoire;;;;Droits d'enregistrement et de timbre;520112;Exonération temporaire des mutations par décès portant sur des immeubles et des droits immobiliers situés en Corse;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;20000000.0;20000000.0;20000000.0;
Dépenses fiscales;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;;Impôts locaux;50102;Exonération en faveur des immeubles à caractère social;;;;;;;NC;;;;Dépenses fiscales;53000000.0;66000000.0;66000000.0;
Dépenses fiscales;Engagements financiers de l'État;145;Épargne;;;;Impôt sur le revenu;140109;Exonération des revenus provenant de l'épargne salariale (participation, plan d'épargne salariale et compartiment épargne salariale des plans d'épargne retraite);0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;652000000.0;652000000.0;652000000.0;
Dépenses fiscales;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;;;;Accise sur les énergies;830203;Tarif réduit pour le gaz naturel consommé pour déshydrater les légumes et plantes aromatiques, autres que les pommes de terres, les champignons et les truffes, par les entreprises pour lesquelles cette consommation est supérieure à 800 wattheures par euro de valeur ajoutée;-1;0;0;0;-1;0;Défavorable;;;;Agriculture;2000000.0;3000000.0;2000000.0;
Dépenses fiscales;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;;;;Droits d'enregistrement et de timbre;530216;Application d’un droit fixe de 125 euros aux cessions de droits sociaux de sociétés à objet principalement agricole;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Sécurités;161;Sécurité civile;;;;Autres droits;970107;Exonération pour les véhicules exclusivement affectés aux missions de protection des services d’incendie et de secours et des associations agréées de protection civile;;;;;;;NC;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;;;;Accise sur les énergies;830101;Tarif particulier (nul) de l'usage combustible du biogaz non injecté dans le réseau de gaz naturel;2;0;0;1;0;0;Favorable;;;;Énergie;6000000.0;10000000.0;7000000.0;
Dépenses fiscales;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;;;;Accise sur les énergies;800216;Tarif particulier pour le superéthanol  E85, carburant essence comprenant au moins 65 % d'éthanol;1;0;0;0;0;-1;Mixte;;;;Transports;501000000.0;501000000.0;360000000.0;
Dépenses fiscales;Santé;183;Protection maladie;;;;Impôt sur le revenu;120133;Exonération des indemnités versées aux victimes de l'amiante;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;8000000.0;9000000.0;9000000.0;
Dépenses fiscales;Action extérieure de l'État;151;Français à l'étranger et affaires consulaires;;;;Impôts locaux;70205;Dégrèvement au bénéfice des non-résidents au titre de l’année de leur retour en France d’un pays pour lequel un appel à quitter la zone ou une opération de retour collectif a été décidé;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;103;Accompagnement des mutations économiques et développement de l'emploi;103-05;Actions pour favoriser la mise en activité professionnelles des demandeurs d'emploi;;;103-05-04;Emplois francs;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;107361882.95;91434615.0;52164066.0;
Crédits budgétaires;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;119-04;Dotation générale de décentralisation des départements;;;119-04;Dotation générale de décentralisation des départements;;;;;;;NC;;;;Collectivités;265399092.0;265488024.0;265353616.0;
Crédits budgétaires;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;119-06;Dotation générale de décentralisation concours particuliers;;;119-06;Dotation générale de décentralisation concours particuliers;;;;;;;NC;;;;Collectivités;272797401.8;272690251.0;274428807.0;
Crédits budgétaires;Économie;134;Développement des entreprises et régulations;134-07;Développement international des entreprises et attractivité du territoire;;;134-07;Développement international des entreprises et attractivité du territoire;0;0;0;0;0;0;Neutre;;;;Neutre - autres;181380451.4;170016122.0;170843358.0;
Crédits budgétaires;Outre-mer;138;Emploi outre-mer;138-02;Aide à l'insertion et à la qualification professionnelle;;;138-02;Aide à l'insertion et à la qualification professionnelle;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;331256110.76;298043653.0;297824261.0;
Crédits budgétaires;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;139-09;Fonctionnement des établissements;;;139-09;Fonctionnement des établissements;0;0;0;0;0;0;Neutre;;;;Éducation;703234947.52;722128689.0;713659968.0;
Crédits budgétaires;Enseignement scolaire;141;Enseignement scolaire public du second degré;141-09;Formation continue des adultes et validation des acquis de l'expérience;;;141-09;Formation continue des adultes et validation des acquis de l'expérience;0;0;0;0;0;0;Neutre;;;;Éducation;92734356.89000002;148207767.0;150326680.0;
Crédits budgétaires;Défense;146;Équipement des forces;146-07;Commandement et maîtrise de l'information;;;146-07-67;Renseigner, surveiller, acquérir et reconnaître - SDCA;0;0;0;0;0;0;Neutre;;;;Régalien;6866007.550000001;28244385.0;277377260.0;
Crédits budgétaires;Défense;146;Équipement des forces;146-09;Engagement et combat;;;146-09-68;Opérer en milieu hostile - Hélicoptère TIGRE;0;0;0;0;0;0;Neutre;;;;Régalien;252677233.36;228334824.0;387935890.0;
Crédits budgétaires;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;149-29;Planification écologique;;;149-29;Planification écologique;2;2;2;2;2;2;Favorable;;;;Agriculture;338481049.54;257149795.0;178337296.0;
Crédits budgétaires;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;150-04;Établissements d'enseignement privés;;;150-04;Établissements d'enseignement privés;0;0;0;0;0;0;Neutre;;;;Éducation;92571409.0;94895852.0;94895852.0;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;155;Soutien des ministères sociaux;155-23;Personnels mettant en œuvre les politiques de l'égalité entre les femmes et les hommes;;;155-23;Personnels mettant en œuvre les politiques de l'égalité entre les femmes et les hommes;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;;16086344.0;16140479.0;
Crédits budgétaires;Monde combattant, mémoire et liens avec la Nation;169;Liens entre la Nation et son armée;169-02;PMI, droits et soutien aux invalides;;;169-02-24;PMI et allocations rattachées;0;0;0;0;0;0;Neutre;;;;Régalien;719893486.5;662080762.0;617275506.0;
Crédits budgétaires;Cohésion des territoires;177;Hébergement, parcours vers le logement et insertion des personnes vulnérables;177-11;Prévention de l'exclusion;;;177-11;Prévention de l'exclusion;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;42896037.699999996;35715000.0;34569082.0;
Crédits budgétaires;Défense;178;Préparation et emploi des forces;178-02;Préparation des forces terrestres;;;178-02-11;Infrastructures terrestres;0;0;0;0;0;0;Neutre;;;;Régalien;105371506.0;107556529.0;141195750.0;
Crédits budgétaires;Défense;178;Préparation et emploi des forces;178-04;Préparation des forces aériennes;;;178-04-06;Entretien et équipements des forces aériennes;0;0;0;0;0;0;Neutre;;;;Régalien;2710724321.56;2417554544.0;2553901334.0;
Crédits budgétaires;Recherche et enseignement supérieur;191;Recherche duale (civile et militaire);191-04;Autres recherches et développements technologiques duaux;;;191-04;Autres recherches et développements technologiques duaux;0;0;0;0;0;0;Neutre;;;;Neutre - autres;10318031.0;3704172.0;10318031.0;
Crédits budgétaires;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;195-04;Caisse des retraites des régies ferroviaires d'outre-mer;;;195-04;Caisse des retraites des régies ferroviaires d'outre-mer;0;0;0;0;0;0;Neutre;;;;Pensions;683000.0;627725.0;571903.0;
Crédits budgétaires;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;203-52;Transport aérien;;;203-52;Transport aérien;-1;0;0;0;-1;0;Défavorable;;;;Transports;29498139.329999994;36539634.0;63260036.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";;;212-54-02;Organismes interarmées à vocation opérationnelle;0;0;0;0;0;0;Neutre;;;;Régalien;252186658.53;262646477.0;255959087.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;;;212-64-01;Personnel du SGA employeur;0;0;0;0;0;0;Neutre;;;;Régalien;302251620.24;288451138.0;298872999.0;
Crédits budgétaires;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;216-07;Cultes et laïcité;;;216-07;Cultes et laïcité;0;0;0;0;0;0;Neutre;;;;Régalien;1956936.56;2109848.0;6699542.0;
Crédits budgétaires;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;304-13;Ingénierie, outils de la gouvernance et expérimentations;;;304-13;Ingénierie, outils de la gouvernance et expérimentations;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;18926369.04;22150635.0;26156672.0;
Crédits budgétaires;Écologie, développement et mobilité durables;345;Service public de l'énergie;345-12;Soutien à la cogénération au gaz naturel et autres moyens thermiques;;;345-12;Soutien à la cogénération au gaz naturel et autres moyens thermiques;1;0;0;0;1;0;Favorable;;;;Énergie;;243986268.0;315280010.0;
Crédits budgétaires;Écologie, développement et mobilité durables;345;Service public de l'énergie;345-18;Soutien hydrogène;;;345-18-01;Soutien hydrogène;3;1;0;0;3;0;Favorable;;;;Énergie;;;13300000.0;
Crédits budgétaires;Écologie, développement et mobilité durables - Plan de relance;362;Écologie - mise en extinction du plan de relance;362-05;Transition agricole;;;362-05;Transition agricole;2;2;0;0;2;2;Favorable;;;;Plan de relance;114276793.84;;;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-04;Soutien au déploiement;;;424-04;Soutien au déploiement - CDC NC;;;;;;;NC;0.016267271418781624;0.00660967411148088;0.01675203872902357;Non coté - autres;27328225.6056367;6076934.0;24866558.7689753;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-05;Accélération de la croissance (fonds propres);;;424-05;Accélération de la croissance - SO neutre;0;0;0;0;0;0;Neutre;;;0.4591753561872025;Neutre - autres;;;200000000.0;
Crédits budgétaires;Développement agricole et rural;775;Développement et transfert en agriculture;775-01;Développement et transfert;;;775-01;Développement et transfert;2;2;2;2;2;2;Favorable;;;;Agriculture;65114228.67;67855600.0;67900000.0;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;103;Accompagnement des mutations économiques et développement de l'emploi;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;-281506670.24;;;
Crédits budgétaires;Cohésion des territoires;112;Impulsion et coordination de la politique d'aménagement du territoire;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-49058224.86;;;
Crédits budgétaires;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires et sociales;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;-15150052.620000001;;;
Crédits budgétaires;Justice;166;Justice judiciaire;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Régalien;-7142926.93;;;
Crédits budgétaires;Avances à l'audiovisuel public;844;France Médias Monde;MP/MT - LFI 2025;MP/MT - Mesure de périmètre/transfert - LFI 2025;;;MP/MT - LFI 2025;MP/MT - Mesure de périmètre/transfert - LFI 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;302883551.0;;;
Crédits budgétaires;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-15314.0;;;
Crédits budgétaires;Enseignement scolaire;141;;;;;;MP/MT - PLF 2026;MP/MT - Mesure de périmètre/transfert - PLF 2026;0;0;0;0;0;0;Neutre;;;;Neutre - autres;50000.0;50000.0;;
Crédits budgétaires;Enseignement scolaire;214;;;;;;MP/MT - PLF 2026;MP/MT - Mesure de périmètre/transfert - PLF 2026;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-581879.0;-581879.0;;
Crédits budgétaires;Administration générale et territoriale de l'État;232;;;;;;MP/MT - PLF 2026;MP/MT - Mesure de périmètre/transfert - PLF 2026;0;0;0;0;0;0;Neutre;;;;Neutre - autres;550000.0;550000.0;;
Crédits budgétaires;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;T2_CAS;T2 - contribution au CAS;;;T2_CAS;T2 - contribution au CAS;0;0;0;0;0;0;Neutre;;;;Régalien;-9250228.08;;;
Taxes affectées plafonnées;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;;;Etablissements publics d'enseignement supérieur, établissements mentionnés aux articles L. 443-1 et L. 753-1 du code de l’éducation ou à l'article L. 1431-1 du code général des collectivités territoriales dispensant des formations initiales d'enseignement supérieur, établissements d'enseignement supérieur privés d'intérêt général et centres régionaux des œuvres universitaires et scolaires;;AFF182-TA252;Contribution vie étudiante et de campus (CVEC);0;0;0;0;0;0;Neutre;;;;Neutre - autres;177000000.0;178000000.0;194000000.0;
